Index,AccX,AccY,AccZ,MagX,MagY,MagZ,GyrX,GyrY,GyrZ,Alt,Temp
1,-0.424560,0.171776,0.883280,62.900002,-1.600000,24.299999,48,-6,5,51.375000,"33.000000
"
2,-0.420168,0.175192,0.883280,62.500000,-2.400000,26.000000,31,-15,2,51.375000,"33.000000
"
3,-0.419680,0.174704,0.886208,62.599998,-0.900000,22.900000,10,-1,2,52.312500,"33.000000
"
4,-0.423096,0.171776,0.884256,63.200001,-1.900000,23.799999,15,-22,0,52.312500,"33.000000
"
5,-0.424560,0.173728,0.881328,63.599998,-2.400000,22.200001,27,-15,-1,52.312500,"33.937500
"
6,-0.424560,0.167872,0.883280,63.599998,-0.900000,22.900000,20,-21,2,53.187500,"33.000000
"
7,-0.419192,0.168848,0.888160,63.000000,-1.400000,23.299999,24,-19,3,53.187500,"33.000000
"
8,-0.420168,0.175680,0.884256,62.400002,-1.900000,23.200001,27,-8,1,53.187500,"33.000000
"
9,-0.423584,0.169824,0.893528,62.200001,-1.900000,23.900000,13,-10,5,52.875000,"33.000000
"
10,-0.423096,0.171776,0.885232,63.799999,-2.000000,23.600000,17,-16,-1,52.875000,"33.937500
"
11,-0.425048,0.176656,0.887184,62.700001,-2.500000,22.900000,10,-20,2,52.875000,"33.000000
"
12,-0.425536,0.174704,0.884256,63.900002,-1.300000,22.700001,13,-23,1,51.375000,"33.000000
"
13,-0.429440,0.168848,0.880352,63.500000,-1.500000,22.100000,43,0,4,51.375000,"33.000000
"
14,-0.418704,0.170800,0.887184,63.000000,-2.500000,23.299999,16,-22,5,51.375000,"33.000000
"
15,-0.391864,0.178120,0.872056,61.400002,-3.600000,25.700001,17,-33,2,56.437500,"33.000000
"
16,-1.162416,0.117120,0.079544,62.900002,3.500000,25.000000,-542,-96,945,56.437500,"33.000000
"
17,-0.354288,0.155672,0.986248,64.800003,6.500000,25.299999,272,395,-126,56.437500,"33.937500
"
18,-0.350872,0.118584,0.849608,62.799999,9.100000,28.900000,0,-106,5,56.437500,"33.000000
"
19,-0.354288,0.147376,0.909632,61.900002,11.600000,25.100000,36,-29,16,53.187500,"33.000000
"
20,-0.360144,0.144448,0.923296,63.299999,10.200000,28.400000,31,15,0,53.187500,"33.000000
"
21,-0.369416,0.126880,0.911584,62.500000,9.400000,28.900000,32,-6,-22,53.187500,"33.937500
"
22,-0.372344,0.141032,0.913048,62.700001,10.700000,27.200001,26,-23,0,53.875000,"33.000000
"
23,-0.369416,0.145424,0.917440,62.599998,11.500000,29.200001,32,-6,4,53.875000,"33.000000
"
24,-0.354288,0.147376,0.920368,62.200001,9.900000,25.500000,15,39,-16,53.875000,"33.937500
"
25,-0.365024,0.140544,0.919392,63.599998,10.800000,26.600000,31,-9,-12,54.250000,"33.937500
"
26,-0.368928,0.148352,0.917440,60.900002,10.000000,27.400000,28,-11,-1,54.250000,"33.937500
"
27,-0.366000,0.146400,0.922320,62.099998,11.100000,25.600000,34,16,-2,54.250000,"33.937500
"
28,-0.365512,0.147376,0.918416,61.599998,11.000000,28.400000,45,-14,-12,53.375000,"33.937500
"
29,-0.360144,0.142496,0.918416,61.799999,8.800000,29.299999,29,-17,-4,53.375000,"33.937500
"
30,-0.368928,0.143472,0.920368,62.599998,11.400000,29.000000,35,-12,-1,53.375000,"33.937500
"
31,-0.365512,0.139080,0.915000,62.200001,11.600000,28.200001,26,-26,1,52.062500,"33.000000
"
32,-0.369416,0.146400,0.920368,63.299999,9.900000,27.600000,36,-18,-4,52.062500,"33.937500
"
33,-0.364536,0.136640,0.920368,63.400002,11.200000,27.600000,31,9,-3,52.062500,"33.937500
"
34,-0.366976,0.139080,0.917440,61.900002,10.600000,28.000000,6,41,-22,55.500000,"33.937500
"
35,-0.378688,0.146400,0.910608,63.700001,11.000000,27.799999,12,157,-29,55.500000,"33.937500
"
36,-0.427976,0.131272,0.883280,64.500000,11.300000,26.900000,21,209,-24,55.500000,"33.937500
"
37,-0.412360,0.143472,0.908656,65.800003,8.900000,28.299999,-22,278,-30,54.437500,"33.937500
"
38,-0.485560,0.122000,0.862784,65.400002,12.000000,27.299999,26,97,-6,54.437500,"33.937500
"
39,-0.501664,0.123952,0.851560,68.400002,11.500000,22.000000,25,10,17,54.437500,"33.000000
"
40,-0.506544,0.121512,0.850584,66.500000,10.000000,26.200001,29,-1,-6,53.875000,"33.937500
"
41,-0.505080,0.119560,0.852048,67.400002,12.100000,26.500000,-3,-18,1,53.875000,"33.000000
"
42,-0.511424,0.121024,0.852048,67.199997,10.500000,25.200001,33,-2,1,53.875000,"33.000000
"
43,-0.510936,0.120048,0.849608,67.199997,10.300000,25.000000,39,-64,-2,49.812500,"33.937500
"
44,-0.488000,0.120048,0.853024,66.000000,9.700000,27.299999,15,-50,8,49.812500,"33.000000
"
45,-0.474336,0.133712,0.866688,66.699997,8.900000,26.600000,21,-19,2,49.812500,"33.000000
"
46,-0.474336,0.122000,0.871080,65.800003,10.100000,23.900000,30,-32,2,51.062500,"33.000000
"
47,-0.475312,0.123464,0.868640,67.500000,11.500000,25.600000,43,10,2,51.062500,"33.000000
"
48,-0.475312,0.129808,0.859856,66.099998,10.400000,26.299999,13,-24,11,51.062500,"33.000000
"
49,-0.464576,0.115168,0.881328,65.099998,10.400000,24.700001,27,-21,3,54.875000,"33.000000
"
50,-0.432856,0.130784,0.896456,65.300003,10.800000,26.100000,31,-85,13,54.875000,"33.000000
"
51,-0.406016,0.130784,0.909632,63.799999,10.800000,28.400000,19,-66,1,54.875000,"33.000000
"
52,-0.380640,0.139080,0.908656,64.500000,11.300000,27.299999,16,-24,0,51.687500,"33.000000
"
53,-0.387960,0.141032,0.910608,64.199997,9.700000,29.600000,4,85,-13,51.687500,"33.937500
"
54,-0.410896,0.135176,0.901824,63.900002,11.000000,26.700001,21,79,-22,51.687500,"33.937500
"
55,-0.462136,0.128832,0.872056,66.599998,10.900000,27.299999,19,129,-10,54.312500,"33.937500
"
56,-0.487512,0.120048,0.861808,67.199997,11.200000,25.400000,34,16,-19,54.312500,"33.937500
"
57,-0.486536,0.123952,0.862784,66.400002,10.100000,27.100000,23,-4,12,54.312500,"33.000000
"
58,-0.487024,0.126880,0.861808,66.300003,11.100000,26.200001,22,-29,7,51.625000,"33.000000
"
59,-0.487024,0.123952,0.860832,66.800003,11.200000,28.299999,27,5,-3,51.625000,"33.937500
"
60,-0.484096,0.121024,0.861808,67.099998,10.300000,24.500000,3,-5,-6,51.625000,"33.937500
"
61,-0.525088,0.117608,0.841312,66.400002,11.300000,25.600000,24,-18,-2,51.625000,"33.937500
"
62,-0.540216,0.119072,0.830088,67.500000,10.700000,25.600000,20,47,-3,51.500000,"33.937500
"
63,-0.553880,0.113216,0.832040,68.800003,10.700000,24.700001,23,-11,8,51.500000,"33.000000
"
64,-0.553880,0.115168,0.819840,69.199997,10.600000,24.100000,47,-29,6,51.500000,"33.000000
"
65,-0.556808,0.117608,0.818864,69.199997,10.900000,25.400000,29,-19,8,53.062500,"33.000000
"
66,-0.557296,0.117608,0.824232,67.800003,10.400000,24.100000,25,-18,-1,53.062500,"33.937500
"
67,-0.542656,0.119072,0.828136,68.099998,10.600000,26.600000,37,-12,-1,53.062500,"33.937500
"
68,-0.536312,0.122976,0.819840,69.199997,10.600000,26.600000,43,-14,1,54.125000,"33.000000
"
69,-0.539240,0.116144,0.831552,67.500000,10.800000,27.000000,23,-20,-8,54.125000,"33.937500
"
70,-0.531432,0.120048,0.834480,67.400002,10.800000,26.400000,22,-1,-1,54.125000,"33.937500
"
71,-0.537776,0.114192,0.842288,66.199997,10.500000,24.400000,28,-15,-1,51.625000,"33.937500
"
72,-0.530944,0.115168,0.843264,67.900002,10.300000,23.500000,48,78,-38,51.625000,"33.937500
"
73,-0.546072,0.117608,0.825696,67.500000,10.700000,23.100000,13,-29,4,51.625000,"33.000000
"
74,-0.539728,0.119560,0.837408,68.199997,11.600000,25.900000,21,-2,3,54.625000,"33.000000
"
75,-0.538752,0.115168,0.834480,69.699997,11.000000,26.200001,30,-6,10,54.625000,"33.000000
"
76,-0.541680,0.122976,0.831064,69.199997,11.400000,25.600000,11,-3,16,54.625000,"33.000000
"
77,-0.548024,0.117608,0.816912,67.699997,10.400000,24.600000,22,-6,7,54.125000,"33.000000
"
78,-0.529968,0.123464,0.839360,68.000000,10.200000,26.400000,39,-26,4,54.125000,"33.000000
"
79,-0.543632,0.123952,0.831552,68.000000,10.900000,25.200001,7,-24,-7,54.125000,"33.937500
"
80,-0.524600,0.120536,0.844240,69.000000,10.700000,23.000000,48,-11,-5,53.500000,"33.937500
"
81,-0.537776,0.121024,0.834480,67.300003,10.800000,25.299999,-7,-25,-2,53.500000,"33.937500
"
82,-0.545584,0.124928,0.829600,68.099998,10.100000,25.200001,29,-5,-6,53.500000,"33.937500
"
83,-0.527040,0.119560,0.846192,68.000000,11.100000,25.400000,28,3,-6,54.937500,"33.937500
"
84,-0.538752,0.131760,0.828136,68.000000,12.000000,25.000000,24,-6,6,54.937500,"33.000000
"
85,-0.526064,0.120536,0.841312,68.300003,10.700000,24.700001,30,-66,-1,54.937500,"33.937500
"
86,-0.526064,0.122000,0.841312,67.800003,9.600000,24.100000,32,34,1,51.562500,"33.000000
"
87,-0.528504,0.124928,0.836432,67.900002,10.400000,27.700001,19,18,-10,51.562500,"33.937500
"
88,-0.530944,0.120536,0.833016,67.300003,11.300000,24.500000,19,-26,5,51.562500,"33.000000
"
89,-0.530944,0.124928,0.843264,67.699997,12.400000,25.900000,31,-11,0,52.750000,"33.000000
"
90,-0.527040,0.122000,0.845216,68.800003,9.800000,27.299999,33,-59,0,52.750000,"33.000000
"
91,-0.526064,0.117608,0.840336,67.099998,10.600000,26.400000,35,-164,22,52.750000,"33.000000
"
92,-0.468480,0.131760,0.887184,65.099998,11.400000,26.400000,37,-243,29,53.812500,"33.000000
"
93,-0.348432,0.144448,0.936472,62.799999,10.800000,23.299999,31,-280,9,53.812500,"33.000000
"
94,-0.294264,0.138104,0.944768,61.900002,10.600000,27.299999,30,15,-8,53.812500,"33.937500
"
95,-0.277184,0.139568,0.941840,60.400002,10.800000,28.700001,26,-44,5,50.437500,"33.000000
"
96,-0.269376,0.143472,0.957944,59.099998,10.400000,27.400000,24,-3,-7,50.437500,"33.937500
"
97,-0.264496,0.145424,0.951600,60.400002,11.000000,29.200001,47,0,-4,50.437500,"33.937500
"
98,-0.237656,0.146400,0.975024,59.799999,10.100000,32.400002,12,166,-21,52.250000,"33.937500
"
99,-0.366000,0.128832,0.923296,63.200001,8.800000,24.200001,7,209,-26,52.250000,"33.937500
"
100,-0.453352,0.119072,0.874984,64.599998,10.100000,26.400000,-5,302,-30,52.250000,"33.937500
"
101,-0.504104,0.119560,0.854000,67.400002,10.100000,24.500000,15,36,0,52.250000,"33.000000
"
102,-0.508496,0.119560,0.854976,67.400002,11.000000,25.000000,44,-146,20,51.437500,"33.000000
"
103,-0.462624,0.116632,0.877424,67.599998,10.900000,29.299999,52,-256,31,51.437500,"33.000000
"
104,-0.362584,0.133224,0.919392,63.599998,10.200000,28.600000,46,-304,16,51.437500,"33.000000
"
105,-0.280112,0.130784,0.950624,60.500000,9.900000,27.700001,26,25,-10,51.312500,"33.937500
"
106,-0.265472,0.134688,0.951600,61.000000,9.900000,28.299999,13,-44,5,51.312500,"33.000000
"
107,-0.255224,0.140056,0.953552,59.599998,10.700000,27.200001,9,-1,-11,51.312500,"33.937500
"
108,-0.253272,0.140056,0.960384,60.500000,10.300000,27.900000,27,98,-8,53.812500,"33.937500
"
109,-0.370392,0.122976,0.915000,63.400002,11.000000,26.700001,-11,380,-48,53.812500,"33.937500
"
110,-0.499224,0.109312,0.861808,67.199997,10.500000,27.000000,-9,506,-34,53.812500,"33.937500
"
111,-0.561688,0.112240,0.822768,70.099998,10.600000,23.700001,16,190,-11,52.625000,"33.937500
"
112,-0.568520,0.110288,0.819840,69.199997,9.700000,23.700001,24,-57,8,52.625000,"33.000000
"
113,-0.535336,0.112240,0.828136,67.199997,10.300000,26.400000,56,-106,12,52.625000,"33.000000
"
114,-0.447496,0.124928,0.886208,65.500000,11.300000,26.100000,47,-383,31,51.125000,"33.000000
"
115,-0.313784,0.136640,0.941840,62.099998,10.500000,29.100000,33,-307,33,51.125000,"33.000000
"
116,-0.291824,0.136640,0.935496,60.799999,10.500000,29.799999,17,-92,14,51.125000,"33.000000
"
117,-0.281576,0.138104,0.952576,60.799999,9.900000,28.799999,32,-62,5,55.500000,"33.000000
"
118,-0.268400,0.139080,0.950624,61.400002,10.800000,27.200001,24,-21,12,55.500000,"33.000000
"
119,-0.265472,0.135664,0.951600,60.299999,10.200000,27.400000,33,-16,15,55.500000,"33.000000
"
120,-0.274256,0.135664,0.950624,61.099998,10.900000,27.400000,18,0,-5,53.812500,"33.937500
"
121,-0.279624,0.137128,0.952576,61.500000,9.400000,28.100000,23,-5,-11,53.812500,"33.937500
"
122,-0.273280,0.138104,0.953552,62.200001,9.200000,28.200001,24,103,-15,53.812500,"33.937500
"
123,-0.286944,0.133712,0.945744,60.400002,10.700000,30.200001,12,-22,6,50.625000,"33.000000
"
124,-0.287432,0.136640,0.950624,62.700001,10.800000,28.799999,32,-98,-4,50.625000,"33.937500
"
125,-0.278160,0.133712,0.948672,59.599998,10.500000,29.600000,17,-1,-5,50.625000,"33.937500
"
126,-0.275232,0.136640,0.954040,61.599998,10.300000,29.500000,33,-19,9,52.625000,"33.000000
"
127,-0.266936,0.132736,0.951600,60.500000,9.900000,28.700001,29,43,-12,52.625000,"33.937500
"
128,-0.272792,0.137128,0.949648,60.299999,11.400000,28.400000,22,39,4,52.625000,"33.000000
"
129,-0.276208,0.138104,0.951600,61.500000,9.700000,29.200001,0,59,-2,53.625000,"33.937500
"
130,-0.306464,0.128832,0.943792,63.500000,10.000000,28.500000,21,-22,4,53.625000,"33.000000
"
131,-0.336720,0.128832,0.936472,62.900002,9.700000,27.200001,14,139,-8,53.625000,"33.937500
"
132,-0.345992,0.130784,0.927200,62.299999,11.000000,26.400000,21,-3,2,50.187500,"33.000000
"
133,-0.401624,0.122976,0.896456,63.299999,11.500000,27.500000,38,-62,-11,50.187500,"33.937500
"
134,-0.455792,0.123952,0.878400,66.599998,10.400000,26.100000,-51,845,-60,50.187500,"33.937500
"
135,-0.483120,0.111264,0.861808,66.699997,9.900000,24.600000,47,-285,24,54.750000,"33.000000
"
136,-0.419680,0.123952,0.901824,65.300003,9.600000,24.299999,42,-31,-5,54.750000,"33.937500
"
137,-0.426024,0.123952,0.887184,65.699997,12.300000,26.200001,25,138,-10,54.750000,"33.937500
"
138,-0.437248,0.123952,0.882304,64.800003,10.900000,26.900000,32,65,-2,51.937500,"33.937500
"
139,-0.461648,0.117120,0.875472,65.699997,10.800000,25.200001,17,-2,-2,51.937500,"33.937500
"
140,-0.443592,0.122000,0.878400,67.400002,10.800000,28.100000,13,46,-7,51.937500,"33.937500
"
141,-0.451400,0.116632,0.877424,66.400002,10.600000,29.200001,27,-72,-1,51.687500,"33.937500
"
142,-0.456768,0.120048,0.879376,66.300003,10.600000,24.700001,43,54,-9,51.687500,"33.937500
"
143,-0.471896,0.115656,0.872056,67.199997,10.400000,26.700001,26,-19,7,51.687500,"33.000000
"
144,-0.452376,0.118584,0.877424,65.500000,10.600000,26.100000,25,-130,14,51.687500,"33.000000
"
145,-0.433832,0.120536,0.886208,64.599998,10.100000,24.900000,21,22,-3,52.562500,"33.937500
"
146,-0.472872,0.114192,0.872056,66.500000,10.300000,25.200001,16,182,-25,52.562500,"33.937500
"
147,-0.491416,0.108336,0.858880,66.099998,11.000000,25.200001,49,36,9,52.562500,"33.000000
"
148,-0.503128,0.117120,0.858880,66.900002,11.500000,25.600000,41,-22,20,51.625000,"33.000000
"
149,-0.461648,0.118584,0.873032,65.199997,10.000000,26.299999,13,-55,1,51.625000,"33.000000
"
150,-0.460672,0.119072,0.878400,65.400002,9.700000,29.500000,36,-45,4,51.625000,"33.000000
"
151,-0.466040,0.111264,0.877424,67.000000,10.900000,26.799999,7,-64,-1,52.500000,"33.937500
"
152,-0.462624,0.109312,0.871080,67.199997,11.200000,22.299999,16,-5,-2,52.500000,"33.937500
"
153,-0.468480,0.115168,0.870104,65.900002,11.600000,25.900000,6,49,-12,52.500000,"33.937500
"
154,-0.474336,0.113216,0.873520,65.000000,10.300000,24.600000,15,-28,9,54.125000,"33.000000
"
155,-0.474336,0.113216,0.877424,66.199997,10.500000,27.500000,37,-47,7,54.125000,"33.000000
"
156,-0.467992,0.115168,0.875472,66.599998,9.400000,25.400000,19,7,-3,54.125000,"33.937500
"
157,-0.477264,0.116144,0.873032,66.400002,11.600000,24.700001,41,-52,6,53.312500,"33.000000
"
158,-0.478728,0.116632,0.870104,66.900002,9.400000,25.400000,33,-45,1,53.312500,"33.000000
"
159,-0.481168,0.120536,0.866688,65.900002,10.600000,24.900000,30,-19,4,53.312500,"33.000000
"
160,-0.480192,0.113216,0.865712,65.800003,10.700000,27.299999,20,-89,9,52.000000,"33.000000
"
161,-0.455792,0.123952,0.911096,66.000000,10.200000,26.600000,21,149,-15,52.000000,"33.937500
"
162,-0.480680,0.115656,0.867664,66.199997,10.600000,23.700001,15,9,-22,52.000000,"33.937500
"
163,-0.474336,0.105408,0.876448,66.400002,10.100000,25.600000,34,-29,1,52.687500,"33.000000
"
164,-0.476288,0.112240,0.868640,65.300003,10.000000,25.299999,26,28,-5,52.687500,"33.937500
"
165,-0.470432,0.107360,0.873032,67.000000,11.000000,24.500000,47,-68,5,52.687500,"33.000000
"
166,-0.474336,0.110288,0.873520,66.400002,10.500000,25.400000,22,7,2,51.750000,"33.000000
"
167,-0.477752,0.111264,0.870104,65.699997,11.000000,25.799999,32,14,-1,51.750000,"33.937500
"
168,-0.485560,0.117608,0.869128,68.000000,10.800000,25.400000,27,-27,9,51.750000,"33.000000
"
169,-0.475312,0.110288,0.873520,66.500000,11.000000,24.400000,43,23,12,53.375000,"33.000000
"
170,-0.472384,0.113216,0.864736,67.000000,9.800000,25.900000,16,-12,-4,53.375000,"33.937500
"
171,-0.466040,0.128832,0.872056,67.199997,10.500000,25.700001,22,22,6,53.375000,"33.000000
"
172,-0.478728,0.108336,0.874496,66.199997,9.200000,26.400000,-6,70,-6,51.062500,"33.937500
"
173,-0.492880,0.111264,0.875472,68.199997,10.700000,24.000000,24,0,4,51.062500,"33.000000
"
174,-0.480680,0.107360,0.869128,66.000000,10.900000,26.400000,12,-8,1,51.062500,"33.000000
"
175,-0.479704,0.109312,0.862784,66.400002,10.600000,25.200001,30,46,-7,52.812500,"33.937500
"
176,-0.473360,0.107360,0.865712,66.900002,11.100000,23.600000,19,-33,10,52.812500,"33.000000
"
177,-0.464088,0.116144,0.876448,66.099998,12.900000,27.100000,49,-189,16,52.812500,"33.000000
"
178,-0.459696,0.116144,0.876448,67.599998,11.000000,26.600000,2,80,-5,55.562500,"33.937500
"
179,-0.453352,0.114192,0.876448,66.500000,12.000000,25.000000,33,-128,3,55.562500,"33.000000
"
180,-0.426512,0.112240,0.893528,62.900002,10.600000,26.600000,42,8,10,55.562500,"33.000000
"
181,-0.467016,0.123464,0.871080,65.099998,10.600000,25.700001,32,-69,4,51.437500,"33.000000
"
182,-0.479216,0.109312,0.865712,62.299999,11.700000,24.000000,2,96,-7,51.437500,"33.937500
"
183,-0.474336,0.108336,0.876448,60.900002,11.300000,22.600000,34,-105,-6,51.437500,"33.937500
"
184,-0.490440,0.102968,0.855952,61.599998,11.000000,19.700001,12,-111,10,51.437500,"33.000000
"
185,-0.462624,0.109312,0.880352,62.200001,11.000000,23.799999,16,115,-6,51.125000,"33.937500
"
186,-0.469456,0.105408,0.873520,62.000000,11.600000,23.500000,22,229,-24,51.125000,"33.937500
"
187,-0.494344,0.108336,0.859856,64.400002,12.500000,22.600000,21,-19,11,51.125000,"33.000000
"
188,-0.475312,0.107360,0.873032,62.000000,11.500000,22.700001,27,-29,-2,52.125000,"33.937500
"
189,-0.458720,0.107360,0.877424,61.299999,10.400000,22.299999,19,-12,4,52.125000,"33.000000
"
190,-0.425536,0.120536,0.902800,60.400002,10.400000,23.799999,22,-15,13,52.125000,"33.000000
"
191,-0.377224,0.118584,0.914024,59.000000,9.700000,24.500000,11,-14,10,52.437500,"33.000000
"
192,-0.398208,0.107360,0.917440,59.700001,10.800000,23.900000,40,-86,3,52.437500,"33.000000
"
193,-0.382104,0.117120,0.910120,57.599998,11.400000,24.500000,34,41,-7,52.437500,"33.937500
"
194,-0.401136,0.114192,0.908656,58.500000,10.500000,26.200001,17,-14,-1,53.250000,"33.937500
"
195,-0.402600,0.130784,0.915976,61.299999,10.000000,25.000000,6,296,-18,53.250000,"33.937500
"
196,-0.459208,0.110288,0.882304,61.799999,10.800000,23.700001,11,56,1,53.250000,"33.000000
"
197,-0.477264,0.111264,0.869128,62.299999,10.800000,24.400000,14,-49,1,55.437500,"33.000000
"
198,-0.484096,0.106384,0.866688,63.299999,10.800000,21.900000,18,6,-3,55.437500,"33.937500
"
199,-0.479704,0.105408,0.873520,61.900002,12.400000,23.400000,22,-123,6,55.437500,"33.000000
"
200,-0.456768,0.112240,0.881328,60.900002,10.900000,24.299999,33,119,-16,51.125000,"33.937500
"
201,-0.493856,0.106384,0.856928,62.799999,9.000000,22.400000,35,7,6,51.125000,"33.000000
"
202,-0.470432,0.106384,0.878400,61.799999,11.600000,22.700001,37,-68,4,51.125000,"33.000000
"
203,-0.460184,0.109312,0.879376,62.400002,9.900000,23.900000,22,26,-2,51.750000,"33.937500
"
204,-0.478728,0.101992,0.876448,61.500000,11.800000,22.200001,48,-81,1,51.750000,"33.000000
"
205,-0.475312,0.108336,0.874496,63.599998,10.800000,21.799999,17,-9,-6,51.750000,"33.937500
"
206,-0.479704,0.109312,0.879376,61.400002,10.200000,20.600000,18,-88,7,53.750000,"33.000000
"
207,-0.470920,0.108336,0.873032,62.500000,10.400000,22.000000,10,41,-13,53.750000,"33.937500
"
208,-0.485072,0.102480,0.864736,62.500000,9.700000,20.900000,14,-15,-1,53.750000,"33.937500
"
209,-0.479704,0.107360,0.872056,60.700001,10.900000,22.400000,32,-2,9,52.750000,"33.000000
"
210,-0.447008,0.109312,0.885232,61.700001,9.700000,19.500000,32,-205,19,52.750000,"33.000000
"
211,-0.383568,0.116632,0.914024,59.599998,10.200000,22.100000,66,-422,24,52.750000,"33.000000
"
212,-0.324032,0.118584,0.932080,57.500000,9.500000,27.200001,37,3,-2,51.812500,"33.937500
"
213,-0.295240,0.120048,0.946720,56.599998,9.400000,25.900000,42,-134,0,51.812500,"33.000000
"
214,-0.279136,0.124928,0.946720,57.000000,9.200000,26.299999,30,-25,-9,51.812500,"33.937500
"
215,-0.274744,0.122976,0.944768,56.000000,10.400000,24.900000,35,-28,-2,52.875000,"33.937500
"
216,-0.272792,0.129808,0.954040,55.799999,10.100000,24.400000,22,-56,5,52.875000,"33.000000
"
217,-0.275720,0.116144,0.950624,56.500000,9.300000,25.799999,26,-18,-1,52.875000,"33.937500
"
218,-0.337208,0.122976,0.932080,56.700001,10.600000,26.000000,5,309,-27,55.500000,"33.937500
"
219,-0.433344,0.112240,0.887184,59.500000,10.600000,22.000000,23,355,-49,55.500000,"33.937500
"
220,-0.565104,0.089792,0.816912,65.199997,13.000000,23.000000,12,229,-27,55.500000,"33.937500
"
221,-0.628544,0.081984,0.768112,67.800003,11.600000,21.299999,17,22,-12,53.312500,"33.937500
"
222,-0.649528,0.078568,0.755424,69.099998,12.200000,21.100000,13,-81,7,53.312500,"33.000000
"
223,-0.630984,0.077592,0.772992,67.599998,12.500000,22.100000,15,208,15,53.312500,"33.000000
"
224,-0.665144,0.081984,0.740296,68.500000,9.800000,22.299999,25,-52,4,53.312500,"33.000000
"
225,-0.631472,0.083936,0.762744,67.099998,10.900000,22.900000,25,-209,15,55.375000,"33.000000
"
226,-0.596824,0.088816,0.792512,67.199997,10.800000,20.799999,27,-49,2,55.375000,"33.000000
"
227,-0.576328,0.086864,0.805688,66.900002,10.200000,18.799999,25,-38,0,55.375000,"33.000000
"
228,-0.567056,0.089792,0.812032,66.199997,10.700000,23.700001,30,-245,0,57.062500,"33.000000
"
229,-0.558272,0.090768,0.822280,64.900002,9.900000,23.000000,4,230,-25,57.062500,"33.937500
"
230,-0.635376,0.082960,0.772016,66.800003,11.600000,21.500000,10,159,-3,57.062500,"33.937500
"
231,-0.640744,0.084912,0.771040,68.199997,11.100000,22.500000,15,39,3,52.312500,"33.000000
"
232,-0.609024,0.087840,0.776896,66.699997,10.900000,20.600000,24,-122,7,52.312500,"33.000000
"
233,-0.593408,0.089792,0.802272,64.400002,10.200000,22.200001,-4,221,-23,52.312500,"33.937500
"
234,-0.647576,0.076616,0.760792,68.900002,10.200000,21.299999,24,134,-12,52.750000,"33.937500
"
235,-0.679296,0.070272,0.732976,68.800003,12.500000,22.299999,29,-1,10,52.750000,"33.000000
"
236,-0.670024,0.079544,0.737856,68.500000,12.200000,22.400000,20,-24,6,52.750000,"33.000000
"
237,-0.652944,0.077104,0.751520,68.599998,10.900000,20.700001,32,-236,21,53.750000,"33.000000
"
238,-0.544608,0.097112,0.840336,65.199997,11.300000,21.400000,69,-609,35,53.750000,"33.000000
"
239,-0.391376,0.104432,0.910120,59.400002,10.700000,23.200001,33,-189,17,53.750000,"33.000000
"
240,-0.349408,0.108336,0.929152,58.299999,10.100000,24.799999,26,-46,6,51.625000,"33.000000
"
241,-0.324520,0.121512,0.946720,57.299999,10.400000,24.799999,26,-38,6,51.625000,"33.000000
"
242,-0.321104,0.109312,0.936472,57.700001,10.000000,23.700001,31,3,7,51.625000,"33.000000
"
243,-0.319640,0.112240,0.939400,57.900002,9.900000,25.900000,24,11,-4,53.187500,"33.937500
"
244,-0.358680,0.107360,0.927200,60.000000,10.700000,25.900000,24,305,-26,53.187500,"33.937500
"
245,-0.458720,0.097600,0.886208,62.000000,10.500000,24.400000,-15,206,-31,53.187500,"33.937500
"
246,-0.536312,0.082960,0.834480,64.099998,12.100000,23.200001,-19,383,-39,53.250000,"33.937500
"
247,-0.606584,0.074176,0.787144,68.099998,11.700000,20.900000,28,136,-8,53.250000,"33.937500
"
248,-0.662216,0.072224,0.744200,68.900002,11.700000,21.600000,3,-7,-6,53.250000,"33.937500
"
249,-0.661728,0.072712,0.736392,69.599998,10.600000,22.600000,30,-50,-1,56.062500,"33.937500
"
250,-0.652944,0.069296,0.751520,68.000000,12.400000,22.000000,27,-21,2,56.062500,"33.000000
"
251,-0.651968,0.071248,0.750544,68.300003,11.300000,19.700001,15,-59,-7,56.062500,"33.937500
"
252,-0.659776,0.072224,0.751520,69.800003,12.600000,22.299999,23,-92,7,52.625000,"33.000000
"
253,-0.669048,0.072224,0.750544,70.199997,11.600000,17.600000,29,-81,10,52.625000,"33.000000
"
254,-0.656360,0.067344,0.746640,69.599998,11.400000,21.400000,33,-59,5,52.625000,"33.000000
"
255,-0.661728,0.071248,0.747616,69.300003,12.300000,21.900000,40,-17,3,52.687500,"33.000000
"
256,-0.661728,0.068320,0.747616,68.699997,11.200000,22.600000,34,-13,2,52.687500,"33.000000
"
257,-0.666608,0.072224,0.737368,67.699997,12.800000,21.500000,24,29,-4,52.687500,"33.937500
"
258,-0.666608,0.073200,0.742736,69.500000,10.700000,19.900000,22,-19,2,54.687500,"33.000000
"
259,-0.667584,0.069296,0.735904,70.199997,10.400000,20.799999,42,-18,-2,54.687500,"33.937500
"
260,-0.663192,0.070272,0.743712,70.300003,13.000000,20.100000,27,-22,10,54.687500,"33.000000
"
261,-0.680272,0.070272,0.746152,70.400002,12.300000,21.600000,19,-10,8,52.875000,"33.000000
"
262,-0.663192,0.073200,0.740296,70.000000,11.700000,20.400000,18,-51,-2,52.875000,"33.937500
"
